name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
La ballade du mois de juin,'Benjamin Biolay', 'Chiara Mastroianni',spotify:track:3JCyM2wZOY9mFtwo7TQ3Qi,260720,0.601,0.563,3,-12.434,1,0.0538,0.645,0.563,0.358,0.633,99.962
California Dreamin','Bobby Womack',,spotify:track:0pVEx8AcTpuK4OYXziesGF,188053,0.468,0.529,11,-6.564,0,0.0284,0.803,0.00725,0.257,0.613,111.638
Azucar de Caña,'Eva Ayllón',,spotify:track:6R4JzgsMOuhPmuZteakOag,264920,0.855,0.496,0,-12.939,1,0.0541,0.197,0.0,0.16,0.947,135.995
Wicky Wacky,'Fatback Band',,spotify:track:2Kn8AqRPoAGiI4sDo2HwDb,198307,0.81,0.433,7,-14.776,1,0.104,0.00571,0.00176,0.119,0.69,109.227
Stormy Monday,'T-Bone Walker',,spotify:track:5R8CKe57Tpe0BoAOqxSfxF,182067,0.627,0.175,2,-12.776,0,0.0468,0.848,0.00759,0.135,0.483,101.624
Hits Me Like A Rock,'CSS', 'Bobby Gillespie',spotify:track:2zgN5p7WGiC32QJOtoDKwP,215680,0.564,0.754,2,-6.029,1,0.0286,0.012,2.99e-05,0.237,0.662,94.987
With The Notes In My Ears,'Peter Broderick',,spotify:track:0AbrTrmIl6gZTczXoSKLBQ,160413,0.576,0.312,3,-13.493,1,0.0387,0.932,0.392,0.115,0.681,91.576
I'm A Big Girl Now,'Mable John',,spotify:track:6qNv8o2SI9wSCMg296YUSh,148347,0.644,0.2,5,-14.218,1,0.0356,0.912,0.0316,0.109,0.328,118.079
Tupelo Honey - 2007 Re-mastered,'Van Morrison',,spotify:track:6l9bqUDK6baCpNppdngyds,415053,0.519,0.499,10,-7.786,1,0.0371,0.554,2.41e-05,0.122,0.488,143.091
Good Times (feat. Jeppe Kjellberg) - Smartphone Version,'Michael Mayer',,spotify:track:16oUzVubsFOGlQBHXaZSfY,252993,0.765,0.613,1,-7.304,0,0.0292,0.00508,0.742,0.243,0.306,123.0
Fare Thee Well Blues,'Mississippi Joe Callicott',,spotify:track:0q0gu2PjI7wQgi0cQouaGv,191660,0.565,0.0846,3,-15.143,1,0.0542,0.968,0.0,0.114,0.733,173.721
Man At C&A - 2002 Remastered Version,'The Specials',,spotify:track:0YX0PvGDTrGfYqUPUlSHp7,218307,0.511,0.77,10,-7.926,1,0.0473,0.00113,0.361,0.75,0.505,136.771
Club Thing,'Yoav',,spotify:track:13nlotdKND4UgriyhMSHHM,264547,0.85,0.587,7,-11.736,1,0.0454,0.688,0.037,0.105,0.412,104.38
I Turn My Camera On,'Spoon',,spotify:track:09k5Qyysx5RnXLqamvdYEN,212027,0.92,0.364,10,-9.396,1,0.0387,0.0214,0.000533,0.107,0.762,100.158
Clock,'Amongst Giants',,spotify:track:2kPBBt7Lw6ct9SAqcPx6MO,325234,0.272,0.164,2,-17.748,0,0.0356,0.845,0.912,0.0914,0.0559,140.104
Strollin','Champion Jack Dupree',,spotify:track:0pUAdVqND0XXjePlFjW6Gm,181800,0.736,0.0635,6,-26.976,1,0.118,0.885,0.00522,0.0523,0.434,109.932
O Barquinho,'Nara Leão',,spotify:track:2oBiFDhFwbEHYaGOf1Mfrb,185307,0.676,0.173,4,-18.268,1,0.0623,0.868,0.229,0.102,0.529,144.561
Comeback (Light Therapy),'Josh Rouse',,spotify:track:0ad9JGiKhqFL8Gzw1rjYOx,317907,0.649,0.606,10,-10.039,0,0.0401,0.0669,0.0182,0.894,0.693,120.704
Skin This Cat,'Scissor Sisters',,spotify:track:7LPgEkkAn9tlJgKZW7Pddy,160907,0.676,0.799,0,-6.381,1,0.0731,0.059,0.0401,0.0816,0.968,159.679
Sweet and Loving Man,'Finley Quaye',,spotify:track:0c6lQSi7WTbmHQmJQ8xFam,201840,0.752,0.537,3,-8.972,0,0.0292,0.678,0.000191,0.312,0.857,104.013
Under The Sun,'Junior Boys',,spotify:track:0bKtkrNQInf0dPtsyMI2mF,422853,0.772,0.577,2,-9.881,1,0.0405,0.432,0.805,0.131,0.447,106.976
La Grande,'Laura Gibson',,spotify:track:0J4bT42h3N8E9nrqF5dJ3J,230293,0.571,0.509,1,-12.471,0,0.0319,0.146,0.919,0.121,0.21,99.317
La Cumbia Dictadura,'SKIP&DIE',,spotify:track:4VtIAQECpPiFEtjCu7nvnd,238720,0.783,0.643,6,-8.739,1,0.0873,0.00817,0.017,0.326,0.643,90.002
Sparks,'Jesse Woods',,spotify:track:10vD3n9t0DswoVmDI2cZm3,259606,0.586,0.239,1,-14.045,1,0.0389,0.743,0.0,0.337,0.284,134.862
Mademoiselle,'Berry',,spotify:track:2iM1ljM8NuJaRgSEUufN9C,171080,0.712,0.269,8,-14.488,0,0.0379,0.857,0.409,0.103,0.293,109.958
Mean Old World,'Eric Clapton', 'Duane Allman',spotify:track:7dD6Tp1iQzZTPbD2G05Lw6,231667,0.779,0.266,0,-17.229,1,0.117,0.668,0.0934,0.0893,0.755,93.614
Love Sublime,'Tensnake', 'Nile Rodgers',spotify:track:3B1sGmhpYRrM7Qu4agZy9m,238823,0.791,0.709,2,-7.439,0,0.0425,0.216,0.018,0.102,0.485,106.008
Everything Is Broken,'Bob Dylan',,spotify:track:043UcwequGhqUS8SwE3teb,192973,0.771,0.63,11,-13.362,0,0.0522,0.00588,0.0149,0.0864,0.893,132.144
Heart Attack - CSS Remix,'The Asteroids Galaxy Tour',,spotify:track:2rU4rMNqBPZVFzOClmNfGT,211896,0.67,0.959,4,-3.308,1,0.0284,0.0588,0.466,0.125,0.789,126.993
Sink or Swim,'Pajaro Sunrise',,spotify:track:0xNrdgpcgRVt3DxCas1x4w,178200,0.811,0.332,10,-11.212,1,0.0447,0.132,0.0086,0.0708,0.341,112.029
Sun Beats Down,'Splendid',,spotify:track:2DPbwKQZYqF5jND6gjJoh8,254876,0.802,0.871,7,-6.648,1,0.0492,0.288,1.38e-06,0.152,0.843,98.03
No Strings,'Chlöe Howl',,spotify:track:3mFI2qXblw3M8FZvLpAjqD,227867,0.794,0.796,0,-3.939,1,0.0446,0.0179,1.63e-06,0.235,0.793,127.995
tous les mêmes,'Stromae',,spotify:track:5XZyIOvleZYTh0DD399M90,210933,0.68,0.651,5,-9.113,0,0.141,0.195,0.00228,0.276,0.652,110.018
Feel Alright,'Komiko',,spotify:track:45UkMHJckFq1RpSRe1l1sy,367400,0.73,0.72,1,-12.049,0,0.0486,0.0211,0.0386,0.0452,0.687,115.481
I Can't Get Enough,'The Dead Brothers',,spotify:track:7qiOAvr4gA9iLcliY2i3wt,154427,0.719,0.725,10,-10.265,0,0.0575,0.927,0.00038,0.142,0.602,93.999
Pain in My Heart,'Otis Redding',,spotify:track:2tT6mzIeQG2tAFIMTwR6DV,143600,0.476,0.227,10,-13.947,1,0.0389,0.666,0.000397,0.115,0.651,164.179
Dance,'X-O-Dus',,spotify:track:3PkONrBLObUSL75fcsEpXE,211747,0.534,0.769,1,-7.22,0,0.137,0.00312,0.0529,0.277,0.825,140.921
Fly Like An Eagle,'Steve Miller Band',,spotify:track:5eWabdYf3t4Zh5oWEWgDif,286733,0.522,0.875,7,-8.315,1,0.125,0.8,0.0115,0.365,0.588,98.365
Hi-Five,'Angel Olsen',,spotify:track:1ynkDh7e8WW1f208nPkzO4,177520,0.514,0.574,9,-7.224,1,0.0467,0.0443,0.00826,0.142,0.369,125.389
Everybody Ona Move,'Michael Franti', 'Spearhead',spotify:track:0JMpDDmRJnSjQDMS68TVGx,349333,0.734,0.866,2,-4.182,1,0.0719,0.023,3.07e-06,0.116,0.671,103.021
Estimated Prophet - 2003 Remaster,'Grateful Dead',,spotify:track:5gzLGvHDeVbCy7xBcbV38e,336600,0.585,0.59,11,-9.142,0,0.0516,0.161,2.12e-06,0.0943,0.656,131.027
Idlewild Blue (Don'tchu Worry 'Bout Me),'Outkast',,spotify:track:3tkbjyAmQnGsD52Rn8TCX8,204160,0.772,0.861,7,-2.389,1,0.0898,0.135,0.000742,0.064,0.424,133.918
Spinoza,'Generationals',,spotify:track:4yT2bpxig5pusTJHhtaRp8,209253,0.563,0.939,2,-2.698,1,0.0345,0.0254,0.234,0.331,0.79,92.495
La molinera y el corregidor,'Joaquín Díaz',,spotify:track:2770ENe7M1xvMkPDBuSwaY,131507,0.687,0.352,8,-9.814,0,0.495,0.618,0.0,0.0505,0.88,143.973
Lonely Avenue - 2005 Remaster,'Ray Charles',,spotify:track:6s9LdsJMuAvbGFSqtKNpdZ,153067,0.704,0.277,1,-8.544,1,0.0364,0.611,0.0,0.119,0.623,71.077
Pra Dizer Adeus,'Edu Lobo', 'Maria Bethânia',spotify:track:7pMPA9uyznFQQK4g2wwewF,251933,0.553,0.0759,2,-18.051,0,0.0349,0.51,0.000446,0.116,0.16,133.508
El Coyote,'Guy Clark',,spotify:track:5NqojE0k28VhuA5J3IGCvO,232026,0.527,0.282,0,-12.428,1,0.0355,0.868,0.0,0.159,0.769,145.219
The Girl Is Mine (feat. Mojo Morgan and Steel Pulse),'Easy Star All-Stars',,spotify:track:3wXcRlQqH8ppCcvpBA6Bdv,238287,0.661,0.635,9,-7.02,1,0.0626,0.025,0.0,0.172,0.633,74.991
Busy Earnin','Jungle',,spotify:track:6J8SONJwAIizCJm0QhEi4Y,179635,0.539,0.846,10,-6.739,0,0.0376,0.11,3.9e-05,0.11,0.668,100.002
One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],'Asaf Avidan & the Mojos', 'Wankelmut',spotify:track:1FBeSZBuAZvnF8eCbixeNs,213187,0.821,0.676,3,-6.366,0,0.0547,0.187,0.0001,0.0904,0.559,119.012
Waiting For Your Touch,'Spanky Wilson', 'The Quantic Soul Orchestra',spotify:track:1wbBJEwfyiMBylevZKI1lr,224373,0.746,0.735,10,-7.15,0,0.0523,0.0323,0.012,0.141,0.602,107.004
How Many Times,'Peter Cetera',,spotify:track:2Drwe6HvPVZbKMS21MvkMN,263573,0.847,0.274,0,-14.58,1,0.0795,0.321,0.00284,0.0629,0.672,133.663
(Love's) Ring Of Fire,'Anita Carter',,spotify:track:7ykT8pkmQFUqXVmeyHqneM,119227,0.557,0.261,7,-10.515,1,0.0294,0.85,6.55e-06,0.114,0.225,85.972
the place,'Inc.',,spotify:track:2OlZIjqZIRgWU17CyUUHzI,221307,0.714,0.479,10,-10.825,0,0.0493,0.0558,1.29e-05,0.119,0.567,159.951
Tell Me A Tale,'Michael Kiwanuka',,spotify:track:6GQQz48swxNlRrhflWmd2q,249745,0.346,0.583,7,-8.776,1,0.0274,0.456,1.11e-06,0.0988,0.686,97.864
Enjoy the Silence,'Nada Surf',,spotify:track:4RGxYRGTYahTxrSe0r0Hi0,201267,0.404,0.835,6,-5.199,1,0.0753,9.17e-05,0.00409,0.223,0.341,135.946
Get Out of My Life Woman,'Solomon Burke',,spotify:track:2lEf6XmMxXMjHZQnoG3O8S,202067,0.716,0.411,7,-14.308,1,0.0465,0.27,0.0,0.132,0.897,95.022
Dive In,'Sofie Winterson',,spotify:track:13xsVynFoITPoyvWz9xMRb,232661,0.475,0.325,0,-11.789,1,0.0267,0.522,0.00782,0.0766,0.149,82.546
Hollow Talk - Lulu Rouge's Stella Polaris Remix,'Choir Of Young Believers', 'Lulu Rouge',spotify:track:2JS1WiTlHkIZv4rOqu2eLn,272733,0.581,0.325,0,-14.107,1,0.0335,0.141,0.658,0.104,0.0598,130.06
Surf City,'The Beach Boys',,spotify:track:2AMaRELgVNjnyLtoPchdO6,149107,0.5,0.703,8,-12.605,1,0.0315,0.118,0.0345,0.265,0.979,149.34
Someone Purer,'Mystery Jets',,spotify:track:4qRwfK2dGr3tM06ByOSRxY,318053,0.481,0.892,10,-5.05,0,0.0505,0.0201,2.07e-05,0.122,0.458,164.116
Last Train,'Alex Haynes',,spotify:track:6OTEwrfRo01JPzWIlafO7k,159453,0.529,0.467,2,-11.459,1,0.0354,0.752,0.0193,0.134,0.521,115.873
Still Is Still Moving To Me,'Toots & The Maytals', 'Willie Nelson',spotify:track:4rXjDzQqCI7EpIwt9kfxkO,190627,0.692,0.633,11,-5.748,0,0.102,0.481,0.000839,0.0907,0.961,149.031
Sympathy For The Devil - Neptunes Full Length Remix,'The Rolling Stones', 'The Neptunes',spotify:track:2f4XPjWfe6J4bEArfhWcLf,352547,0.391,0.816,11,-6.015,0,0.201,0.104,0.000207,0.224,0.498,154.94
Express Yourself - Remastered Version,'Charles Wright & The Watts 103rd Street Rhythm Band',,spotify:track:6gQZKkphKIMxZgca5r7ImA,229653,0.461,0.818,8,-8.482,1,0.125,0.305,0.0,0.266,0.721,92.305
Crackling Jolts,'Wolfendale',,spotify:track:46BK04jmnkIsayzW87pCHg,216733,0.656,0.88,5,-6.275,1,0.0411,0.0201,0.00517,0.249,0.735,148.993
Little Lies,'Dave Barnes',,spotify:track:0ReKxl1E1hQgSqK4ToQtx3,169707,0.741,0.519,1,-7.677,1,0.0314,0.0333,0.0,0.0861,0.948,118.126
Meyrin Fields,'Broken Bells',,spotify:track:1TdbNBOb26QdwAy3ljb1wS,168227,0.63,0.888,0,-6.821,0,0.0355,0.0111,0.000538,0.0923,0.748,142.036
How long do I have to wait for you,'Sharon Jones',,spotify:track:5B7htlu203IVRDub4D7o8P,243760,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942
Zebra,'John Butler Trio',,spotify:track:1tUuMjAJR9vBu2vNWvlYmy,237560,0.622,0.642,4,-6.996,1,0.0451,0.124,0.0426,0.165,0.767,78.594
Three Hundred Pounds Of Joy - Single Version,"""Howlin' Wolf""",,spotify:track:4gtaaXjlAQutJFdQGh6E2W,182867,0.619,0.716,0,-3.967,1,0.038,0.555,0.0,0.14,0.962,146.361
Spaceship Coupe,'Justin Timberlake',,spotify:track:7xxEK0MQvkME1LSS2cIW7R,437013,0.627,0.488,11,-8.212,0,0.0445,0.304,0.000408,0.173,0.274,126.053
Followers Of The Beat,'GoldFish',,spotify:track:7Abso3fYmX6eG3n1nF1zFP,379440,0.73,0.948,8,-5.878,0,0.231,0.00267,0.0803,0.149,0.528,123.045
Surely Justice,'Daryll-Ann',,spotify:track:3esV5ePV4GbeZjmGtJq5aX,212600,0.678,0.487,11,-9.628,0,0.0277,0.168,0.0315,0.093,0.637,108.302
"Rosa, Menina Rosa",'Jorge Ben Jor',,spotify:track:5kUDVVSWXXnvyPpcYKVio9,135693,0.6,0.481,10,-11.726,1,0.071,0.507,0.0,0.113,0.744,96.514
Peace and Love,'Joggo',,spotify:track:4e98grMB1ftMXem7x6PVZC,235100,0.864,0.703,5,-4.55,0,0.299,0.0169,0.0,0.075,0.946,144.849
Lucille,'Otis Redding',,spotify:track:2rhOsPcHqMYg0TER7155Q5,148427,0.826,0.446,5,-11.016,1,0.0571,0.631,0.00106,0.0478,0.914,122.482
Someone Loves You Honey,'June Lodge',,spotify:track:1ddfBve2WRkzF1ALYh1PVR,227040,0.667,0.419,7,-12.485,1,0.0743,0.329,3.94e-05,0.222,0.852,160.01
Me and Lazarus,'Iron & Wine',,spotify:track:7KIypWPaz3BRwe8y7tPDi9,182880,0.709,0.365,5,-9.421,1,0.0341,0.671,1.39e-06,0.155,0.765,83.022
Restless,'Kakkmaddafakka',,spotify:track:696NmhaKYUqU6MnmekpwoG,177747,0.593,0.861,6,-4.559,0,0.0341,0.0102,0.000851,0.107,0.818,170.009
Magic Spells,'Crystal Castles',,spotify:track:2GAh8zn1Ke2zDDLwfPMexU,366867,0.743,0.692,4,-9.918,1,0.0528,0.841,0.871,0.102,0.31,104.985
A Deeper Shade Of Soul,'Ray Barretto',,spotify:track:7pTxY3GStN3CO6ffqL7fMI,169600,0.711,0.682,3,-7.603,1,0.0316,0.12,0.0,0.117,0.956,121.888
Benares,'Equinox, the Peacekeeper',spotify:track:02XCl2u3yO1IqlWyg5bGFa,323760,0.432,0.469,5,-10.627,1,0.0396,0.283,0.0134,0.382,0.548,102.423
Sonho de um Carnaval,'Chico Buarque',,spotify:track:6VlapIlYfqtoiWsE0DZUsE,133360,0.531,0.716,4,-7.925,0,0.0319,0.705,0.00439,0.27,0.843,94.187
Punky Reggae Party - Live At The Pavillon De Paris/1977,'Bob Marley & The Wailers',,spotify:track:6ulo3sLnA7NLY859gsCQnk,351600,0.532,0.823,4,-6.865,0,0.0778,0.061,0.00194,0.958,0.736,142.819
Take A Fall For Me,'James Blake', 'RZA',spotify:track:7l7jTJ7PP4XDVO3M9lcUYR,213947,0.487,0.619,11,-8.957,1,0.12,0.894,0.0,0.132,0.179,80.096
Clean up Woman,'Betty Wright',,spotify:track:5ukQVyYFayEMkumklZ6PSM,165813,0.846,0.488,7,-12.859,0,0.184,0.523,0.000906,0.0518,0.84,90.006
La Tarde,'Carlos Puebla',,spotify:track:3v9rURttUSCBSsMAVU90ps,173413,0.732,0.403,9,-11.942,1,0.0942,0.683,0.0423,0.259,0.828,89.802
For a While (Album Version),'Alice Russell',,spotify:track:1v41vGlXfdKGXTxyZr4JdA,292413,0.836,0.443,3,-7.62,0,0.0864,0.623,3.83e-05,0.113,0.67,100.196
3005,'Childish Gambino',,spotify:track:1yHqQ7ABCM4GbsprRs8NGO,235663,0.681,0.463,6,-6.542,0,0.289,0.128,0.0,0.0769,0.661,82.92
Walking,'The Dodos',,spotify:track:0b05H1iP6hdx8ue7XQlC5J,129213,0.292,0.743,9,-8.035,1,0.0284,0.448,0.00259,0.261,0.448,158.63
Real Slow,'Miami Horror',,spotify:track:3POVwBBkzVl0rKIUmnbOIc,288224,0.619,0.832,11,-5.659,0,0.0269,0.156,0.00579,0.348,0.395,107.042
I Guess That You Don't Mind - Featuring Jrm,'Uptown Funk Empire',,spotify:track:7teVbVNOwTUf1XaQerzWuZ,389507,0.899,0.62,2,-9.59,1,0.0469,0.00144,0.497,0.107,0.91,107.016
One More,'Jimmy Cliff',,spotify:track:534a16rC0ull3B282grQdi,205867,0.803,0.79,8,-3.046,1,0.0431,0.444,6.61e-06,0.191,0.887,118.075
You Won't Remind It,'Gambles',,spotify:track:4IBCbIeLcAVaq2UnuwpIOl,343484,0.215,0.552,8,-5.991,0,0.0422,0.00069,0.0577,0.352,0.147,175.509
Estatuinha - Live,'Edu Lobo',,spotify:track:66tnatquLSAtTd2ougKboz,149773,0.512,0.393,5,-8.529,1,0.0449,0.621,0.0,0.691,0.542,129.904
Sankara,'Alpha Blondy',,spotify:track:4EVYx6gJ5As1RVkX2TPdB1,234840,0.856,0.477,10,-9.135,1,0.29,0.0639,0.000135,0.196,0.856,150.194
Your Easy Lovin' Ain't Pleasin' Nothin','Mayer Hawthorne',,spotify:track:5NGcTyu5c4o5OQN2qDHMuq,183053,0.668,0.759,9,-6.394,1,0.138,0.321,1.49e-06,0.147,0.925,198.052
Paper Trails,'DARKSIDE',,spotify:track:6rqONVHOT73QecUdJ5HVHy,289841,0.948,0.419,8,-13.043,0,0.058,0.779,0.916,0.121,0.363,113.235
Stir It Up,'Johnny Nash',,spotify:track:2FMxwBKdRel79WWRwsDMT7,181000,0.523,0.419,2,-11.802,1,0.0879,0.116,0.0519,0.212,0.889,171.026
"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",'A$AP Rocky', 'Drake',spotify:track:4c7mwtU8HGuLUVqRX5HU7F,237187,0.854,0.703,1,-7.127,1,0.285,0.0173,2.4e-06,0.109,0.681,95.957
Catimbó,'DJ Dolores',,spotify:track:3yAMSQHV3hAeTQcWB1z2Gu,254613,0.65,0.865,9,-8.674,0,0.0847,0.182,0.0345,0.332,0.773,175.958
Blowin' in the Wind,'Bob Dylan',,spotify:track:18GiV1BaXzPVYpp9rmOg0E,165427,0.38,0.0993,2,-20.567,1,0.0509,0.914,2.32e-05,0.0605,0.44,174.874
Shakedown Street,'Grateful Dead',,spotify:track:3MQnMb7mUFFFT6Z3l7IUTM,299440,0.805,0.714,0,-8.157,1,0.027,0.115,2.34e-06,0.105,0.847,109.536
Domingo em Copacabana,'Elis Regina',,spotify:track:4fra09o7m40oh1e9AFlcmL,127693,0.764,0.51,5,-10.33,0,0.0681,0.687,0.0717,0.0991,0.844,94.639
Q.U.E.E.N. (feat. Erykah Badu),'Janelle Monáe', 'Erykah Badu',spotify:track:3HW030T8eqPs8wpsgZqCGM,310480,0.843,0.433,0,-8.139,1,0.0676,0.0114,8.19e-06,0.123,0.161,106.028
The Oil Rigs at Night,'The Delines',,spotify:track:5VOITTIhDtS3qDcpaLHNXe,261973,0.544,0.371,8,-11.543,1,0.0261,0.482,0.0949,0.119,0.357,73.724
The Knife,'You Raskal You',,spotify:track:6Zu6JrxmD9SrDgpPAZUMPY,202347,0.765,0.516,4,-10.131,1,0.0751,0.498,0.00089,0.132,0.655,128.125
Don’t Carry It All,'The Decemberists',,spotify:track:5b5C2MxJfR2gpM26DmwfxW,257093,0.489,0.835,7,-4.334,1,0.0495,0.0211,0.0,0.372,0.619,142.585
45.000$ (Guapa Pasea) - Afrodisiac Soundsystem Remix,'Gecko Turner', 'Afrodisiac Soundsystem',spotify:track:5eVffBHg5a5G3Ns226rP3b,272370,0.845,0.86,8,-6.654,1,0.133,0.0573,0.000724,0.162,0.785,112.969
Twenty Eight,'The Weeknd',,spotify:track:3ZmurVzvbQ5k9WPeKAVBSC,258453,0.641,0.629,3,-7.16,0,0.0404,0.621,0.000211,0.113,0.238,129.966
Mixed Messages,'Bastian',,spotify:track:3Lh7h1wmoatxhL93P8ntKj,190293,0.676,0.814,11,-8.252,1,0.0365,0.00254,1.96e-05,0.0675,0.961,119.004
Bam Bam,'Yellowman',,spotify:track:2PzkCtUvJbuOY9RbLkxpkM,194293,0.872,0.434,11,-11.54,0,0.188,0.0167,0.0,0.0867,0.458,75.159
Metal Lungs,'Lapland',,spotify:track:7CCK82SqXTnIuvJDUsjUBV,187046,0.564,0.722,7,-8.075,0,0.0306,0.504,0.547,0.169,0.494,114.981
Leave It Alone,'Broken Bells',,spotify:track:0s2Jsl2ZgV7bkVnvu75UFv,330853,0.499,0.444,1,-8.749,1,0.026,0.641,0.00348,0.122,0.484,141.987
Seventh Son,'Georgie Fame',,spotify:track:1h7PgqBtu26cBgNMpChYFt,150680,0.686,0.666,5,-8.524,0,0.123,0.352,0.0,0.0742,0.939,174.18
Knickerbocker,'Fujiya & Miyagi',,spotify:track:1qFFMcMqSMAImsaEHNudWr,200133,0.79,0.507,1,-5.352,1,0.0475,0.0025,0.487,0.154,0.366,141.993
Who Am I to Feel So Free (feat. Antony),'JD Samson', 'Men',spotify:track:0tfjivBvsEiMtL7yVl2x7l,198960,0.709,0.716,8,-2.651,0,0.033,0.000525,0.0,0.0486,0.721,131.995
Come And Get It,'Ralph Robles',,spotify:track:4oOCJJUOmIf7s7vWeYPGbu,180387,0.575,0.509,2,-8.568,0,0.0287,0.526,4.01e-05,0.186,0.968,129.496
Smoke the Weed (feat. Collie Buddz),'Snoop Lion', 'Collie Buddz',spotify:track:37xmYCdS1pNz8TRFoaKvrR,208960,0.645,0.821,1,-4.03,1,0.153,0.016,1.21e-05,0.156,0.661,171.974
Atticus,'Noisettes',,spotify:track:0YGoKmk6fMBQNodbrlEtHW,258413,0.629,0.41,8,-10.475,0,0.0269,0.336,4.45e-05,0.121,0.174,98.878
We Are The People,'Empire of the Sun',,spotify:track:1JqTcOjOn7gEpeC0JcRVPa,272175,0.671,0.784,4,-5.514,0,0.0303,0.0842,0.0121,0.231,0.543,122.995
Big Yellow Taxi,'Counting Crows', 'Vanessa Carlton',spotify:track:02GF9DnOcpwEgtebARaQVz,226827,0.674,0.867,1,-4.329,1,0.0462,0.00199,0.0,0.206,0.817,88.039
They Say,'The Upsessions',,spotify:track:6yU8hWub7SdhSEN6pvBEf1,235467,0.747,0.444,5,-8.39,1,0.079,0.736,0.000381,0.122,0.737,81.553
Machine,'Gin Ga',,spotify:track:4oEtYDLOCvHqA8Q7EaZF7M,301653,0.704,0.654,0,-6.238,1,0.0294,0.0111,0.000102,0.0861,0.338,107.018
Hot In Herre,'The BossHoss',,spotify:track:1UqzPVx0Ump0jtpZVnpK4F,263573,0.726,0.887,4,-3.938,0,0.049,0.543,0.0,0.229,0.935,105.054
Buffalo Soldier,'Bob Marley & The Wailers',,spotify:track:4T8AdShKNGD6mZqEyLM1nz,257787,0.93,0.462,9,-8.643,1,0.277,0.128,9.3e-06,0.175,0.777,124.065
Here Comes The Hotstepper,'Ini Kamoze',,spotify:track:4LMvtcSGJh8P2wzcK2d7FE,252080,0.889,0.551,7,-6.286,1,0.186,0.0261,0.000108,0.584,0.44,100.393
After Laughter (Comes Tears),'Wendy Rene',,spotify:track:78xNYp3f8oUoBXKFMeck6p,172947,0.423,0.188,1,-12.64,0,0.0341,0.152,3.56e-05,0.0848,0.411,186.462
Way Down Now,'World Party',,spotify:track:5r5JXaadoNv8zLzLXmRAvy,229867,0.463,0.952,5,-6.02,1,0.0356,0.00232,0.109,0.656,0.839,111.06
Party Life,'The Jimmy Castor Bunch',,spotify:track:6Vz4PsQzkUeFtT7bKiG83G,461987,0.831,0.838,4,-7.886,1,0.0316,0.515,0.0893,0.0435,0.963,130.602
Bucovina Original,'Shantel',,spotify:track:7vyDiFV8QjckaDLxqruVVs,170320,0.763,0.688,7,-5.529,1,0.0343,0.29,9.19e-05,0.122,0.928,107.05
Smalfilm,'Spinvis',,spotify:track:084x2pQoGIW48idYzCcONp,242560,0.529,0.813,5,-5.148,0,0.0294,0.0869,0.000381,0.384,0.734,109.006
Birthday Sex,'Jeremih',,spotify:track:4Q3TpOXEJZY04PwDDqrAeb,226507,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.15,0.446,60.019
Smile,'Lily Allen',,spotify:track:3NK28cXAkO5JIM7YOiCQAx,196893,0.632,0.639,5,-5.938,1,0.0259,0.00143,0.0,0.221,0.733,95.506
Just Because I Do,'Selah Sue',,spotify:track:7woGe4HZrEN0wyyfjErVRn,173013,0.701,0.714,7,-6.398,1,0.0527,0.313,0.00463,0.0804,0.346,140.112
Jet Airliner,'Steve Miller Band',,spotify:track:4SCF4dXRVuFFzIMaiu92em,265813,0.587,0.675,5,-11.724,1,0.0329,0.0475,3.6e-06,0.354,0.939,122.897
You Are The Best Thing,'Ray LaMontagne',,spotify:track:7885mFKPXjWNyxkOvuFK1j,234760,0.578,0.724,7,-4.922,0,0.0342,0.0325,2.25e-05,0.182,0.872,170.614
The Message,'Cymande',,spotify:track:1cSn7YyTn523mnxtOZXRYA,257760,0.781,0.695,3,-9.911,1,0.052,0.202,0.448,0.121,0.921,87.371
Love And Respect,'When Saints Go Machine', 'Killer Mike',spotify:track:2Ubo2lZJbhdAReX1xrcbSs,204014,0.635,0.813,0,-6.711,1,0.085,0.101,0.0466,0.148,0.483,100.006
Soulfood,'Martina Topley-Bird',,spotify:track:6eUnwnKBs3DAywkn2Q9GVV,332053,0.6,0.64,0,-6.942,1,0.0254,0.283,4.72e-05,0.0824,0.495,126.53
Wang Dang Doodle,'Koko Taylor',,spotify:track:0xwEp1d1l7TvtsRCxWpycJ,182067,0.652,0.408,1,-13.924,1,0.137,0.594,2.58e-06,0.218,0.769,152.774
Mopper's Blues,'Big Bill Broonzy',,spotify:track:2BJaX3EAWcpN4EzLIQ0Jrn,159507,0.653,0.24,9,-12.347,1,0.0696,0.657,6.42e-06,0.156,0.547,149.334
I'd Rather Dance With You,'Kings of Convenience',,spotify:track:4hGOhC87bn7JBdYykOJJvJ,209027,0.843,0.833,0,-6.156,0,0.0341,0.329,0.0567,0.126,0.972,141.99
Scared,'NONONO',,spotify:track:2WuU8fGaYYUZI2VzpUy1vp,240014,0.547,0.67,6,-6.84,0,0.0341,0.000831,0.00166,0.478,0.276,80.005
