name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Go On,'Snoop Dogg', 'October London',spotify:track:5GW97dX1VfhPhLvXyMGaSk,190237,0.82,0.83,10,-2.8,0,0.233,0.168,1.94e-05,0.259,0.762,106.031
Disco Hi Life,'Orlando Julius',,spotify:track:04KtlPtiw2TG1joZktFHEC,467520,0.629,0.81,7,-5.006,0,0.0892,0.668,0.0118,0.227,0.885,120.941
Summer,'Skinshape',,spotify:track:7MNTf5d8T971NWUcqhgPlH,268858,0.706,0.72,0,-7.581,1,0.0246,0.000908,0.0765,0.0487,0.846,91.985
All That Is You,'Me and My Friends',,spotify:track:5KHB2Ba4QKjYsZHGrlQqNw,450240,0.801,0.502,2,-9.301,0,0.0704,0.134,0.00675,0.6,0.292,103.104
One Heart (Sherwood Absolut Dub Mix),'ALA.NI', 'Sherwood',spotify:track:3MVLZtWGdwi6g0yXNq2mQc,214767,0.75,0.63,2,-7.62,1,0.0473,0.165,0.000802,0.0853,0.479,138.007
Low to the Street,'Lord Echo', 'Lisa Tomlins',spotify:track:6lzAGvpGoMJq3Y601qvqUa,308989,0.782,0.614,7,-6.906,1,0.0475,0.212,0.781,0.16,0.711,97.575
Superstar,'Hollie Cook',,spotify:track:4xaHi2hhM0b5EuJuOTO6eX,245679,0.733,0.627,1,-9.835,1,0.0362,0.121,0.0671,0.078,0.713,150.061
Show me where the bullets go,'Orlando',,spotify:track:2H0eICukZZUhAWfkj7V7HI,166480,0.43,0.679,8,-8.114,0,0.0469,0.152,0.00202,0.121,0.699,167.695
Come Together,'Syl Johnson',,spotify:track:57H7pRv3ldpL9Eio68IvGU,195400,0.836,0.504,11,-9.46,1,0.0365,0.42,0.0207,0.129,0.721,89.415
Ali D,'Winston Surfshirt',,spotify:track:0phMCksSOwjfQxhPqCODWO,212198,0.804,0.474,11,-10.682,0,0.068,0.196,0.00223,0.0758,0.391,110.019
For What It's Worth,"""Sergio Mendes & Brasil '66""",,spotify:track:1CVa57j9K1bj3EF1ww17Nw,223173,0.553,0.636,11,-12.955,0,0.0953,0.0881,0.00506,0.25,0.724,170.145
Enjoy Your Life,'Oby Onyioha',,spotify:track:1UKk8v7T2IrpcLEP1KKqZb,378485,0.876,0.518,5,-13.189,0,0.0618,0.0701,0.0245,0.0651,0.871,115.958
Qui es-tu?,'Poom',,spotify:track:5zZnHQvI2jGqKXJGpD9Dcc,244452,0.663,0.729,11,-5.881,0,0.0344,0.368,0.00462,0.0685,0.757,94.991
Don't Drop Me,'Jeb Loy Nichols',,spotify:track:6tAVUprSbSvgQ7AZ3CA59Z,193208,0.819,0.678,7,-7.214,1,0.0328,0.0189,0.109,0.0973,0.915,93.004
Everything I Own,'Ken Boothe',,spotify:track:0XYEbUmp0OeWHLffQhCYwS,224693,0.719,0.438,5,-9.338,1,0.07,0.166,0.0,0.21,0.642,76.674
Pour la vie,'Voilaaa', 'Pat Kalla',spotify:track:3ML0JDo10bl2H4Mnp1QIRl,286876,0.863,0.687,2,-9.997,1,0.16,0.0575,6.81e-05,0.0472,0.77,133.901
Dubbin Out,'Desmond Cheese',,spotify:track:2z3SCyGGH5rPYPRrR5JpPg,253947,0.62,0.569,11,-10.095,0,0.156,0.54,0.828,0.383,0.285,146.139
Following The Sun,'M.I.L.K.',,spotify:track:4kI8ocKBgPIpAWPRlfZsf1,267740,0.683,0.74,0,-7.945,1,0.0267,0.0581,0.0966,0.814,0.971,117.962
Just Do You,'Lord Echo', 'Mara TK',spotify:track:0upn2c2d9jGu6nI6hiTjW9,379229,0.9,0.583,11,-8.936,0,0.0436,0.0141,0.0411,0.269,0.951,126.041
Woah! Theres No Limit,'Lord Echo', 'Mara TK',spotify:track:6Rd2NhQnVeDBMUti7BiS90,331392,0.709,0.557,5,-7.387,1,0.0362,0.218,0.411,0.0674,0.682,96.946
Thinking of You,'Lord Echo',,spotify:track:1iMOlA78LDd12ZHhuBNDh6,420720,0.723,0.754,10,-9.376,1,0.0576,0.0491,0.00112,0.393,0.592,97.201
Romeo's Tune,'Steve Forbert',,spotify:track:6eCWvDQXTITW534IANR5n1,212667,0.541,0.554,9,-11.914,1,0.0306,0.345,0.0247,0.215,0.737,94.826
Chelsea Morning,"""Sergio Mendes & Brasil '66""",,spotify:track:3mOWWWhPTfhVU2IIgpN1MK,181720,0.641,0.755,7,-7.956,1,0.045,0.672,5.09e-05,0.155,0.923,167.901
Till The Sun Comes Up,'Jack and the Weatherman',,spotify:track:3oB8dXCjtQShPeliylX8jg,201289,0.727,0.798,6,-6.165,0,0.028,0.264,1.39e-06,0.37,0.291,121.989
"Fragments - From The Film ""The Smog Of The Sea""",'Jack Johnson',,spotify:track:1ftFUFHaje3WX5kKOEmCZT,222147,0.723,0.22,2,-9.144,1,0.0337,0.742,0.00679,0.14,0.631,92.153
Numb,'Max Jury',,spotify:track:52FMlC7YZz0i45n185CzCg,250414,0.669,0.487,7,-6.317,1,0.0323,0.114,0.00739,0.268,0.186,116.987
Reggae Makossa,'Manu Dibango',,spotify:track:6XR29umHoZKLmQRoJgUC2o,397573,0.79,0.668,7,-8.63,1,0.162,0.0368,0.00482,0.0634,0.515,92.136
Flow with It (You Got Me Feeling Like),'St. Paul & The Broken Bones',,spotify:track:2eM4Ew20VXdjBhm6a6Cs9l,196867,0.61,0.752,10,-5.062,0,0.0389,0.294,0.0755,0.116,0.832,89.995
Drop Your Guns,'Thievery Corporation', 'Notch',spotify:track:2beyyPPVbCIuvyQvuBDCPr,224040,0.804,0.444,1,-9.078,0,0.0774,0.306,0.0248,0.318,0.441,140.037
Babylon Falling,'Thievery Corporation', 'Puma',spotify:track:0ZSjckvhXkmyecdOJAX5la,236147,0.837,0.623,4,-8.693,0,0.0334,0.325,0.0557,0.112,0.575,121.972
Road Block,'Thievery Corporation', 'Racquel Jones',spotify:track:46awXq3Em22RbeZiJoPGCm,216520,0.878,0.568,1,-8.294,0,0.0836,0.149,0.0132,0.343,0.875,146.971
Strike the Root,'Thievery Corporation', 'Notch',spotify:track:42V5v8hplzGmmFnn4yggK8,211973,0.796,0.514,5,-8.419,0,0.0634,0.196,0.0524,0.298,0.961,76.99
Thief Rockers,'Thievery Corporation', 'Zee',spotify:track:0m6mtpexDAosoyJwJ3mE1N,208667,0.695,0.385,0,-8.446,0,0.0301,0.289,0.395,0.165,0.798,141.006
Letter to The Editor,'Thievery Corporation', 'Racquel Jones',spotify:track:2XpDv9Km92QwQdiWVgXMLa,233507,0.888,0.69,4,-6.452,0,0.216,0.137,0.017,0.0918,0.507,98.973
I Wish You Were Here,'Alpha Blondy',,spotify:track:4AVIdds2A4E4UsZcVU0Uso,267120,0.796,0.566,7,-7.857,1,0.0695,0.02,0.0181,0.116,0.58,143.994
"Pepita, Queen of the Animals",'Vadoinmessico',,spotify:track:2NoanLp6KI6Elw9MZ9t3Cz,192720,0.494,0.605,6,-9.036,1,0.0682,0.0997,0.000142,0.272,0.627,94.235
Teeo,'Vadoinmessico',,spotify:track:7yWci2wFgh3JwwXCrw2ckD,230840,0.691,0.65,8,-7.328,1,0.025,0.246,0.000234,0.159,0.329,127.899
Blue And Green - Edit,'Van Morrison',,spotify:track:0RaogK0y2FA4q4MQ1Nszkt,237679,0.57,0.698,4,-7.458,0,0.0402,0.661,0.00707,0.138,0.48,80.107
Every Night,'Jon and Roy',,spotify:track:3ADf6eSlkURLABzIELamUh,198400,0.574,0.551,4,-10.335,1,0.0287,0.765,0.0379,0.105,0.317,117.946
The First Thing I Do in the Morning,'Joyce Williams',,spotify:track:3ma66w3jVtHYP2VJNJR6JD,175533,0.657,0.86,7,-7.636,0,0.0653,0.841,0.00467,0.156,0.869,91.868
Don't Wait Too Long,'Madeleine Peyroux',,spotify:track:22HlrDRTmKCnxY5YsSdsCE,189680,0.735,0.359,2,-10.709,1,0.072,0.838,0.0162,0.106,0.277,105.306
The Thrill Is Gone,'B.B. King', 'Tracy Chapman',spotify:track:1xW9HHRQe8MMGF8SBNgkBY,301133,0.692,0.493,9,-9.662,0,0.0325,0.0934,0.00166,0.128,0.28,86.644
Drink Dat,'Thundercat', 'Wiz Khalifa',spotify:track:5wnCSoaXmuF72t2ctvKKCS,215163,0.703,0.478,4,-7.36,0,0.0637,0.158,0.0,0.259,0.192,76.961
Simply Are,'Papooz',,spotify:track:706zOWkDBj1YIJzQMrF4Gl,236973,0.76,0.646,5,-11.638,1,0.0668,0.11,0.0431,0.131,0.819,99.331
Bein' Green,'Van Morrison',,spotify:track:0Sw4gsv9DmRDFLiPTDmkpw,262480,0.613,0.516,4,-8.311,1,0.034,0.238,0.00345,0.153,0.599,97.101
To Move On,'Alex Izenberg',,spotify:track:25RPGkDBvks5Nr5e4sOM21,214765,0.593,0.332,9,-7.609,0,0.0399,0.701,0.019,0.162,0.694,190.129
Mildenhall,'The Shins',,spotify:track:7ihet600BFM1mpX3XC9vBw,199533,0.701,0.569,0,-7.74,1,0.0303,0.673,0.0199,0.363,0.815,134.867
Banana Pancakes,'Jack Johnson',,spotify:track:0BgbobvykXxEvxo2HhCuvM,191907,0.814,0.373,7,-8.017,1,0.116,0.602,1.7e-05,0.0931,0.632,114.548
"It's Not You, It's Here",'Alekesam',,spotify:track:50YxgPXSVgsG9oIRxVUsy3,242827,0.78,0.535,10,-11.079,0,0.0918,0.211,0.0721,0.105,0.711,93.975
Hands of Time,'Kraak & Smaak', 'Alxndr London',spotify:track:5HwWLtbZTPOyBWcZsZWbXI,344360,0.698,0.359,8,-11.219,1,0.0329,0.0691,0.101,0.0903,0.0394,115.023
Tu Es Le Soleil De Ma Vie,'Sacha Distel', 'Brigitte Bardot',spotify:track:2izSqlhbHzdk5zBQ7nL7uK,185120,0.631,0.446,3,-13.259,1,0.0301,0.873,0.00333,0.148,0.682,128.808
I'll Never Love,'Michael Kiwanuka',,spotify:track:6ydqp7i7L6rYbw1TbvzKcH,165987,0.577,0.371,2,-10.631,0,0.038,0.572,0.102,0.109,0.343,74.534
Love & Hate - Alternative Radio Mix,'Michael Kiwanuka',,spotify:track:44KgNNaIHCMcLNMwinmloc,214099,0.258,0.711,5,-4.975,1,0.033,0.00259,0.000282,0.183,0.316,164.83
Shimbalaiê,'Maria Gadú',,spotify:track:4xISjdYpFEMsAFC2ax7OVE,196907,0.743,0.485,0,-9.604,1,0.0452,0.821,0.0,0.0817,0.512,101.975
Montreux Sunrise,'The Elder Statesman', 'Lord Echo',spotify:track:6dALL4t31eznFQZk0JPN37,221138,0.704,0.462,1,-11.012,0,0.0324,0.266,0.00345,0.246,0.439,91.98
Exception To The Rule,'Mocky',,spotify:track:1nsXSpsJLYYVv1K35yyAwm,191386,0.604,0.42,0,-9.39,1,0.0307,0.565,0.105,0.0906,0.383,85.064
NATURALLY,'Amir Obe',,spotify:track:1jCjhETUu1ceU5YtcWyvWb,198693,0.898,0.361,11,-10.023,1,0.176,0.0115,0.00317,0.0916,0.257,139.971
Long Lonely Road,'Valerie June',,spotify:track:0St39v3BC3v7FKtajwid3g,236467,0.542,0.23,7,-9.976,1,0.0322,0.636,0.00476,0.149,0.0914,129.374
Astral Plane,'Valerie June',,spotify:track:63F6wTjVAnYYq3ARXM7N1f,218640,0.511,0.258,9,-10.87,1,0.0325,0.796,0.0557,0.0648,0.206,86.586
Mon ami d'en haut,'JP Nataf',,spotify:track:5zHF72wtevO6Sbai7LTEjK,224533,0.56,0.686,3,-9.627,1,0.0273,0.45,0.0448,0.114,0.562,96.112
Ribbons,'Club Kuru',,spotify:track:3D9HKljykAiO9FQbqMeWeX,220256,0.455,0.725,10,-8.049,1,0.076,0.13,0.0348,0.355,0.401,130.191
The Bronx,'Booker T. Jones', 'Lou Reed',spotify:track:1ENGe5j5pdmz1YKiW6NhK9,278493,0.649,0.421,11,-8.084,0,0.0332,0.175,0.0127,0.181,0.577,81.284
Repeat,'Allan Rayman', 'Jessie Reyez',spotify:track:076oHOtQRcSgqkRHEYRhSb,225880,0.779,0.309,8,-14.156,0,0.217,0.517,0.45,0.0719,0.193,135.961
Every Day I Have the Blues,'B.B. King',,spotify:track:0E8c38XIiWzyzSW8jKs0r7,169920,0.584,0.654,3,-6.916,1,0.0381,0.7,1.37e-05,0.344,0.795,104.587
Say a Little Prayer - Live,'Lianne La Havas',,spotify:track:1ZczOoLuCyDO5dKUPndxf5,203574,0.492,0.326,4,-6.416,0,0.0505,0.84,0.0,0.696,0.376,112.218
Dream,'Dan San',,spotify:track:6ytbK7V4V2SUsyU69jcvZ8,198520,0.723,0.382,1,-8.808,1,0.0303,0.371,0.79,0.0724,0.628,87.49
Starting All Over Again,'Mel & Tim',,spotify:track:7kFRgT3KKxU1y7USF8ZzIX,230920,0.624,0.326,11,-10.617,1,0.0349,0.686,0.103,0.108,0.486,137.812
Starship Bahia,'Adrian Sherwood',,spotify:track:0PxYM1BJkiD8Oe5AZRMueP,324476,0.785,0.664,4,-11.855,0,0.0467,0.0247,0.839,0.0685,0.299,140.01
Tell Me What You're Made Of - Radio Edit,'GOSTO',,spotify:track:2taOLlRnaFgVm9o0F56N1f,207625,0.61,0.499,10,-8.408,0,0.0487,0.171,0.00171,0.217,0.346,136.104
Low Maintenance (Khüdósoul & Flamingosis),'Khüdósoul', 'Flamingosis',spotify:track:76tmOyFy5UnCdh1oaXorTL,191687,0.858,0.717,10,-7.432,0,0.0393,0.0358,0.575,0.123,0.628,97.028
Velvet Gloves & Spit,'Timber Timbre',,spotify:track:4r1QpBn1Xv70NxFreSjbfl,274773,0.384,0.441,9,-10.411,1,0.029,0.254,0.276,0.0725,0.22,81.493
In The Rain,'The Dramatics',,spotify:track:6xMVkAKbWDJtwBIDF4NdPk,209213,0.421,0.514,8,-9.52,0,0.049,0.591,8.97e-05,0.337,0.564,145.653
Memoir - Live at RAK,'Villagers',,spotify:track:09drHik1ZjOmDRyIyBqHuG,206987,0.57,0.419,0,-13.225,1,0.169,0.845,0.00021,0.106,0.489,89.567
Moving On and Getting Over,'John Mayer',,spotify:track:1crSsvtU9wZB15dIQXV2QH,265360,0.85,0.461,6,-9.018,0,0.0539,0.591,0.0409,0.1,0.628,94.038
Still Feel Like Your Man,'John Mayer',,spotify:track:1LM6t24SjQr2bJHqeGIR4U,234920,0.858,0.6,2,-6.677,1,0.063,0.547,0.00113,0.132,0.513,106.023
When Will They Learn - Radio Edit,'Liam Bailey',,spotify:track:0aiCSPx8E128ivaa6akY6l,200852,0.865,0.516,11,-7.103,0,0.0412,0.0297,0.0615,0.0841,0.533,98.489
Be Thankful for What You Got (Pt. 1 & Pt. 2),'William DeVaughn',,spotify:track:7pN8GMLw3prWFn5nvJRM6O,429372,0.791,0.42,1,-13.289,0,0.0832,0.413,0.116,0.111,0.84,93.225
Land of Sea and Sun,'The Paragons',,spotify:track:7rcOE3JNCqZRzAxgIbsYD1,185307,0.627,0.466,5,-5.882,1,0.0259,0.767,0.0,0.159,0.788,94.992
When the Lights Are Low,'The Paragons',,spotify:track:5dfQhcik87RMJAvVs7xW95,184627,0.587,0.384,2,-7.622,0,0.0239,0.809,0.0375,0.1,0.464,90.085
On the Beach,'The Paragons',,spotify:track:2BypO3o5BRKYkID98UQDQY,153467,0.329,0.358,1,-11.556,1,0.0364,0.246,0.00125,0.117,0.929,203.547
The Tide Is High - Stereo Version,'The Paragons',,spotify:track:7056gVvC7P3PpltHgippd2,161973,0.451,0.433,7,-9.189,1,0.0291,0.241,0.0,0.472,0.832,96.287
Left With a Broken Heart,'John Holt', 'The Paragons',spotify:track:1PR6zGDGETIvmnpdBIl5id,186467,0.655,0.392,0,-9.782,1,0.0357,0.371,0.391,0.123,0.744,87.167
Canto De Ossanha,'Jurassic 5',,spotify:track:2Mw9lHRbSkcIgSk0DZUzeY,259533,0.797,0.878,7,-6.618,1,0.0375,0.0142,0.777,0.0346,0.894,100.621
Blem,'Drake',,spotify:track:3NzJnmcgNPGFWJYvO3HneW,216558,0.726,0.535,7,-7.804,0,0.0476,0.0533,1.38e-05,0.0984,0.375,98.067
Passionfruit,'Drake',,spotify:track:7hDc8b7IXETo14hHIHdnhd,298941,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98
Cler Achel,'Tinariwen',,spotify:track:67VTOuPjeGV6F3CZ2xDrMx,267720,0.684,0.792,2,-5.377,1,0.0576,0.508,0.00633,0.069,0.927,98.527
A Conta Do Samba,'Tita Lima',,spotify:track:181Kb85mQKMJVij1kWRg9s,328067,0.68,0.888,4,-3.782,0,0.062,0.285,0.206,0.102,0.857,80.011
That Beat,'Amy LaVere',,spotify:track:6Hf6d6ZR9QyTPhzj5ch3Xz,248333,0.594,0.589,1,-7.756,1,0.0415,0.0226,0.0113,0.227,0.589,115.853
Another Way,'Ten Fé',,spotify:track:1vC6vSlC70K6NE5t9zLGlY,254410,0.7,0.361,5,-6.979,1,0.0301,0.118,0.137,0.118,0.449,98.001
Apocalypse,'Cigarettes After Sex',,spotify:track:52k6PTgqVCBHrLndNtutrC,290147,0.369,0.467,5,-9.018,1,0.0274,0.0194,0.46,0.109,0.174,94.473
Something's Going On,'Lambchop',,spotify:track:3cqCvCMDJI3Ypej7YB1WiM,165547,0.575,0.545,4,-13.062,0,0.0386,0.514,0.789,0.152,0.418,144.753
Taro,'alt-J',,spotify:track:4e8KvQ6kLYr4ZnmZyNLwJO,305107,0.357,0.482,5,-10.627,1,0.0342,0.776,0.00417,0.0829,0.283,171.697
Be About You,'Winston Surfshirt',,spotify:track:0EogzYVzebG2kbwLmx8R3l,248591,0.764,0.42,8,-9.916,0,0.0535,0.382,0.00155,0.0744,0.334,92.044
Be Alright,'Aaron Taylor',,spotify:track:6IrXPKtGp74cQi9B7X4zxp,214813,0.854,0.591,1,-3.483,1,0.286,0.0106,0.0,0.247,0.919,90.995
Hark,'Tom Misch', 'Alfa Mist',spotify:track:0OIkb1unFOOnCcNI8g4JTG,163630,0.746,0.451,9,-9.065,0,0.146,0.181,0.892,0.0751,0.186,127.958
Wade Green,'Berhana',,spotify:track:1Pvnjc5JaMR21k7Gda9f5K,171540,0.543,0.371,9,-13.03,0,0.067,0.51,0.0102,0.0999,0.323,151.96
Sweet Va Breeze,'Shelley FKA DRAM',,spotify:track:1IHIpeccfPzZF0ckApah5B,217826,0.568,0.488,3,-9.463,0,0.0483,0.857,3.97e-06,0.121,0.461,97.135
Pretty Little Thing,'Fink',,spotify:track:32PHOflE2KIj3skZlj7r0X,275187,0.767,0.391,11,-10.335,0,0.0512,0.633,0.0478,0.0931,0.786,91.019
All Cried Out,'Fink',,spotify:track:2nxSE7EreorpMQbWyqdtFV,280680,0.712,0.444,2,-9.507,0,0.0353,0.587,0.00683,0.159,0.513,128.066
Bloom,'Lou Berry', 'Gracy Hopkins',spotify:track:6yJeLtBs7BKv6VDUhC7iEm,169158,0.767,0.53,5,-10.58,0,0.0573,0.685,0.0027,0.125,0.216,113.995
Blue Sky,'Lou Berry', 'Eylia',spotify:track:6za2eSQwAVdK89kid1Zwl0,310500,0.593,0.254,0,-12.315,0,0.0914,0.836,0.00817,0.373,0.238,90.907
California Girls - NoMBe VS Sonny Alven,'NoMBe', 'Sonny Alven',spotify:track:0JYAx84ySDGh8WsCO0CyXY,185840,0.648,0.577,6,-9.916,0,0.144,0.895,0.0446,0.0848,0.353,97.91
Calm Down,'J. Bernardt',,spotify:track:5UHuvx4HfdVK2zSWD7kYPF,171413,0.665,0.44,9,-5.292,0,0.0311,0.178,0.00269,0.29,0.649,138.102
Crazy Dream,'Tom Misch', 'Loyle Carner',spotify:track:7LNI08YZRk67lg7KaPABfg,212044,0.852,0.664,9,-5.179,1,0.123,0.12,0.00113,0.0737,0.148,95.815
Crystal Blue Persuasion,'Tommy James & The Shondells',,spotify:track:0aD8W0ChzDgEKpB1zsJ8zv,242320,0.621,0.341,9,-11.447,1,0.049,0.102,7.78e-05,0.0652,0.578,98.554
Mil pasos,'Soha',,spotify:track:0yK1An55fUL6ZgYzWqb3UX,246920,0.797,0.276,9,-8.689,0,0.108,0.292,5.86e-06,0.111,0.519,80.011
Knock on Wood,'cehryl',,spotify:track:3OXB6KF8WYegEm18bP7XKu,170476,0.778,0.0977,9,-17.223,1,0.104,0.52,0.000323,0.103,0.199,63.017
DGAF,'Noah Slee', 'Shiloh Dynasty',spotify:track:6RykU7UHfRf4ojm7rxS1h0,197482,0.8,0.548,9,-6.721,0,0.0555,0.242,0.000242,0.0741,0.264,134.103
Didn't I,'Max Pope',,spotify:track:6010DxtAidOYFACFB27gOO,241096,0.548,0.594,6,-15.995,1,0.0866,0.0295,0.0,0.295,0.776,153.214
This Is The Thing,'Fink',,spotify:track:4brqHrnr9ym8db3o5n70Qg,272440,0.395,0.495,7,-11.788,1,0.0409,0.557,0.0835,0.0989,0.303,199.578
Stay,'Mac Miller',,spotify:track:4brX8MJs5hxErgq48f9REO,326427,0.742,0.561,6,-7.017,1,0.139,0.566,0.000135,0.641,0.55,134.01
Plain Gold Ring - Mop Mop Rework,'Mop Mop',,spotify:track:5WXOAC3cvzGrkAgxx8muk9,325760,0.588,0.507,7,-6.897,0,0.028,0.424,3.82e-06,0.189,0.385,82.013
That's Alright Mama,"'Arthur ""Big Boy"" Crudup'",,spotify:track:0HOkqX46GOfBS9gPoFvdzG,140826,0.67,0.345,10,-10.19,0,0.0478,0.635,1.73e-06,0.165,0.797,94.535
Duvet,'Jordan Raf',,spotify:track:7hcXNmLPuHHgVi5ogBJmq3,179334,0.377,0.699,0,-5.637,0,0.0878,0.659,0.0,0.158,0.287,75.105
Down Home Blues,'Z.Z. Hill',,spotify:track:6yFwysBg4eQfUb8zmyC26t,315093,0.782,0.434,0,-14.399,1,0.0509,0.0526,0.00464,0.0759,0.718,122.728
Sweet Dreams,'Térez Montcalm',,spotify:track:1d0NtmdDdK9gq4PAoDq4rs,246333,0.365,0.372,0,-8.034,0,0.0413,0.744,0.0,0.1,0.336,80.702
Duel Of The Iron Mics,'El Michels Affair',,spotify:track:5LDRwkxMyCTsQpyhmTbiAR,181613,0.385,0.476,8,-8.299,1,0.0279,0.13,0.937,0.124,0.039,178.031
C.R.E.A.M.,'El Michels Affair',,spotify:track:4bJ7tMJqfYmkKgCYzaaG4B,174827,0.571,0.508,11,-8.118,0,0.0254,0.532,0.951,0.161,0.102,96.825
Uzi (Pinky Ring),'El Michels Affair',,spotify:track:29qHvt5WRMBnJbHkeKD8z9,192040,0.758,0.692,1,-9.865,1,0.064,0.00478,0.919,0.0662,0.556,109.21
Heaven & Hell,'El Michels Affair',,spotify:track:6mmi0wu2uGDWKeDx4ufLEj,129027,0.587,0.598,6,-8.689,1,0.0226,0.00449,0.87,0.12,0.543,78.166
Cherokee,'Kamasi Washington',,spotify:track:6jXAdaU4wshOAHXCUVvkn3,494467,0.644,0.594,5,-9.965,1,0.117,0.751,0.224,0.107,0.632,90.564
"Trouble, Heartaches & Sadness",'Ann Peebles',,spotify:track:2vXrsvdoIWW2WWn0YlP7Ua,162853,0.564,0.396,2,-7.029,0,0.0562,0.521,5.85e-05,0.0991,0.587,156.929
You Already Know,'Bombay Bicycle Club', 'Kathryn Williams',spotify:track:0QUiguzo0mWdlBk6Nvujic,262533,0.662,0.207,2,-16.176,1,0.0427,0.916,0.0698,0.101,0.496,95.466
Didn'T I Say,'Tim Hutton',,spotify:track:20jodJGidEagHbjHZVKc8R,221827,0.654,0.564,0,-11.126,1,0.0291,0.258,0.00434,0.1,0.801,93.326
High & Dry feat. Bilal,'Pete Kuzma',,spotify:track:3EfK9va8YAy4tLf2g0PLYN,356467,0.57,0.669,1,-6.07,0,0.147,0.428,4.84e-05,0.363,0.548,90.967
Little Bump,'Fink',,spotify:track:1Xy63sXslajgLDMf5iyZe2,294993,0.563,0.239,1,-12.995,0,0.0538,0.848,0.328,0.0944,0.249,176.882
Boneyard,'Fink',,spotify:track:1Wdu9KS2lo4wGezENIPoKS,328606,0.607,0.476,0,-8.247,0,0.0251,0.881,0.00149,0.13,0.417,106.496
Keep Myself Alone Now,'Fink',,spotify:track:6ohuYWdUxY2QX7wNGdmbik,209253,0.746,0.43,7,-11.426,1,0.0327,0.266,0.0048,0.132,0.64,90.011
The Florist,'Nilüfer Yanya',,spotify:track:5ZXISteoj3H57ZMR6HIIP3,201834,0.795,0.312,9,-10.958,1,0.0608,0.35,0.0,0.112,0.264,120.09
For I Know,'Saux',,spotify:track:2kMyoowXMq7XQKEGi5x3lc,221176,0.864,0.353,0,-10.649,0,0.149,0.533,0.0124,0.0903,0.516,101.961
Free (feat. Corinne Bailey Rae),'Marcus Miller', 'Corinne Bailey Rae',spotify:track:3cxQOA1dFLwF7bniIuRsBz,340680,0.7,0.453,10,-7.63,0,0.0305,0.208,0.00865,0.178,0.427,85.02
People Are Strange - New Stereo Mix,'The Doors',,spotify:track:6chyadaFmcdgpfSDW31KVj,130747,0.7,0.418,4,-11.238,0,0.033,0.655,0.0,0.195,0.721,119.627
I've Got a Woman,'Ray Charles',,spotify:track:7sU8s6UAHLdpQfsOmWGOOG,171467,0.556,0.61,9,-4.729,1,0.213,0.833,2.22e-06,0.258,0.665,199.373
Golden Ticket,'Yori',,spotify:track:14bwe4h6goxwNBzTimLSmR,249742,0.634,0.381,8,-12.626,0,0.0296,0.858,0.0172,0.107,0.297,111.757
Tonight Will Be Fine,'Amy LaVere', 'Will Sexton',spotify:track:2IrtVAmv7F2vbiIErXC8Pp,235258,0.655,0.367,0,-9.546,1,0.0314,0.831,2.58e-05,0.0961,0.701,86.804
High,'Little Dragon',,spotify:track:0UREuyMot9zc8aIuKDBvgk,256973,0.638,0.339,0,-10.563,1,0.0295,0.588,0.00273,0.106,0.563,78.976
Home Soon,'DOPE LEMON',,spotify:track:5h2aZVg52LgaOEwAeURD02,177656,0.695,0.737,2,-7.498,1,0.0649,0.511,0.405,0.291,0.964,94.483
Marinade,'DOPE LEMON',,spotify:track:2N60TAtXaCbmi7zqdUoW61,237961,0.677,0.74,2,-6.528,1,0.0243,0.242,0.0146,0.105,0.679,110.193
Neon Lights,'DOPE LEMON',,spotify:track:1SpbCSYufaMtpi6Oi2a1ic,285778,0.521,0.525,2,-9.599,1,0.0272,0.454,0.961,0.148,0.0643,113.488
Lovers Left to Die,'DOPE LEMON',,spotify:track:4IMt8FAHS8ndl6w0gzbt6q,210771,0.652,0.668,2,-7.904,1,0.0371,0.401,0.503,0.11,0.322,157.008
Playing for You,'Joe Hertz', 'Bassette',spotify:track:3vslWaSUsWvTH0fC5ddWbv,258896,0.545,0.591,11,-8.213,0,0.153,0.057,8.26e-06,0.12,0.359,85.014
Human,"""Rag'n'Bone Man""",,spotify:track:58zsLZPvfflaiIbNWoA22O,200187,0.602,0.707,11,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.09
"I'm Gonna Love You Just a Little More, Baby",'Kellee Patterson', 'Barry White',spotify:track:6zRFNt9Z5Q9CA8LyTOKJR1,298800,0.699,0.484,2,-12.421,0,0.048,0.418,0.000121,0.0784,0.895,98.709
What They Do,'The Roots',,spotify:track:0s60SsY5L6mJUZtDJEXUfm,357200,0.894,0.401,0,-10.889,1,0.188,0.375,0.000306,0.0878,0.657,92.718
Rise,'Richard Earnshaw', 'Ursula Rucker',spotify:track:0MaQuFkyOav01SbKFARhQF,376067,0.803,0.504,8,-6.375,0,0.0686,0.673,0.0426,0.0644,0.4,92.001
Iron Man,'El Michels Affair',,spotify:track:1cS8eCadhJEL2voz7gah9n,187522,0.776,0.63,9,-5.112,0,0.0323,0.396,0.908,0.33,0.658,95.302
The Game,'Gabriel Garzón-Montano',,spotify:track:6ZGax3Rmx9r9Q4AV90NEjU,250960,0.95,0.317,1,-11.133,1,0.0704,0.387,0.00982,0.208,0.761,105.056
